,,,,,
,,,,,
Characteristic Energy eV,1486.6,Acquisition Time s,3.75,,
373,19195.7,18647.2,19228.8,18646.7,19229.3
372.875,19095.2,18642.6,19009.5,18642.1,19010.1
372.75,18901.1,18640,18862,18639.4,18862.6
372.625,18973.9,18636.5,18768.6,18635.9,18769.3
372.5,18794.9,18634.9,18714.3,18634.2,18715
372.375,18868.8,18632.6,18681.9,18631.8,18682.7
372.25,18798.1,18630.9,18663.1,18630.1,18663.9
372.125,18763.5,18629.6,18651.7,18628.7,18652.5
372,18758.1,18628.3,18644.1,18627.4,18645
371.875,18717.1,18627.5,18639.1,18626.4,18640.1
371.75,18636.8,18627.5,18636.2,18626.3,18637.4
371.625,18612,18627.4,18634,18626.2,18635.3
371.5,18667.7,18627.1,18632.1,18625.7,18633.5
371.375,18654.9,18627,18630.7,18625.4,18632.3
371.25,18665.3,18626.7,18629.4,18625,18631.1
371.125,18601.9,18626.7,18628.5,18624.8,18630.4
371,18692.3,18626.2,18627.2,18624.1,18629.4
370.875,18558.4,18625.8,18626.1,18623.4,18628.6
370.75,18737.6,18625,18624.6,18622.2,18627.3
370.625,18575.5,18624.9,18623.8,18621.8,18627
370.5,18629.3,18625.3,18623.5,18621.7,18627.1
370.375,18580.8,18625.4,18622.8,18621.3,18627
370.25,18742.7,18624.9,18621.4,18620,18626.3
370.125,18754.4,18624.3,18619.9,18618.6,18625.6
370,18809.6,18623.4,18617.8,18616.6,18624.6
369.875,18614.7,18624.7,18617.6,18616.6,18625.8
369.75,18697.9,18625.6,18616.7,18615.8,18626.6
369.625,18728,18626.8,18615.4,18614.6,18627.6
369.5,18716.8,18628.9,18614.3,18613.5,18629.7
369.375,18673.3,18632.7,18613.6,18612.9,18633.4
369.25,18827.2,18637,18611.3,18610.7,18637.6
369.125,18610.7,18647,18611.3,18610.7,18647.6
369,18775.2,18661.6,18609.5,18609,18662.1
368.875,18820.3,18687.3,18607.3,18606.8,18687.8
368.75,18773.1,18734.6,18605.5,18605.1,18735
368.625,18838.4,18818,18603.1,18602.6,18818.4
368.5,19040.3,18959.3,18598.5,18598.1,18959.6
368.375,19316.8,19183.9,18591,18590.6,19184.3
368.25,19458.9,19513.5,18581.9,18581.6,19513.9
368.125,19804,19943,18569.2,18568.9,19943.3
368,20321.3,20427.6,18551,18550.7,20427.9
367.875,20911.5,20880.7,18526.5,18526.2,20881
367.75,21036.5,21198.2,18500.4,18500.2,21198.4
367.625,21286.1,21287,18471.5,18471.2,21287.3
367.5,21184.8,21117.6,18443.3,18443.1,21117.8
367.375,20684,20734,18420,18419.8,20734.2
367.25,20282.1,20230.2,18400.7,18400.5,20230.4
367.125,19569.1,19717.9,18388.5,18388.3,19718.1
367,19216.8,19275.6,18379.9,18379.7,19275.7
366.875,18877.9,18942,18374.7,18374.6,18942.2
366.75,18608.5,18716.6,18372.3,18372.1,18716.7
366.625,18705.1,18574,18368.8,18368.7,18574.1
366.5,18443.2,18491.6,18368.1,18367.9,18491.8
366.375,18409.9,18444.7,18367.6,18367.5,18444.9
366.25,18409.3,18417.8,18367.2,18367,18417.9
366.125,18393.3,18401.9,18366.9,18366.8,18402
366,18432.3,18391.6,18366.2,18366.1,18391.8
365.875,18321.6,18384.9,18365.8,18365.6,18385
365.75,18377.6,18380.5,18365.6,18365.5,18380.6
365.625,18368.3,18377.4,18365.6,18365.5,18377.5
365.5,18401.6,18374.8,18365.2,18365.1,18374.9
365.375,18460,18372.1,18364.2,18364.1,18372.2
365.25,18314.4,18370.3,18363.7,18363.6,18370.4
365.125,18338.7,18369,18363.5,18363.4,18369.1
365,18423.5,18367.5,18362.8,18362.7,18367.6
364.875,18445.6,18366,18362,18361.9,18366.1
364.75,18381.1,18365.3,18361.8,18361.7,18365.3
364.625,18258.4,18261.5,18258.5,18258.4,18261.6
364.5,18328,18330.7,18328.1,18328,18330.8
364.375,18203.5,18205.9,18203.5,18203.5,18205.9
364.25,18245.9,18248,18245.9,18245.9,18248.1
364.125,18319.5,18321.4,18319.5,18319.5,18321.4
364,18400,18401.7,18400.1,18400,18401.8
